age,income,employment_years,loan_amount,loan_term,credit_score,existing_loans,dependents,gender,education,home_ownership,loan_purpose,marital_status,interest_rate,loan_approved
36.6,98067.9,36.1,36378.4,230.2,549.1,4.6,3.8,Female,Master,Mortgage,Education,Married,5.932,1
57.4,96039.6,13.9,22081.3,279.9,668.2,5.1,3.2,Female,High School,Rent,Personal,Single,3.677,1
58.6,123462.0,19.9,23080.7,256.6,510.1,4.3,2.5,Female,Master,Rent,Home,Divorced,6.435,0
55.4,155223.7,10.7,39179.0,171.0,415.6,4.8,4.3,Male,Bachelor,Own,Business,Married,7.387,0
56.4,200060.8,,30561.8,167.4,512.3,1.1,0.9,Male,High School,Rent,Education,Divorced,5.699,0
44.2,67238.2,13.0,7746.2,159.2,436.3,2.5,1.9,Female,Bachelor,Rent,Education,Single,7.945,0
36.4,,12.2,29138.6,237.5,605.4,6.0,1.7,Female,PhD,Mortgage,Car,Single,4.554,0
37.1,81971.3,16.7,20846.4,131.0,507.3,3.6,2.9,Male,Bachelor,Rent,Personal,Married,6.222,1
27.9,155658.4,12.2,32685.4,321.0,663.6,7.3,3.9,Female,Master,Rent,Home,Divorced,4.5,0
50.3,87150.9,25.6,28765.5,123.3,661.7,2.1,1.3,Female,High School,Mortgage,Education,Single,2.75,0
46.5,96387.3,13.7,11575.7,200.2,491.8,6.3,5.0,Female,PhD,Mortgage,Personal,Single,5.953,0
42.2,,12.8,27650.6,164.7,502.3,3.1,1.7,Male,PhD,Mortgage,Personal,Married,6.307,1
25.0,117333.0,16.9,,146.9,623.1,5.3,2.9,Female,High School,Mortgage,Personal,Divorced,4.471,1
32.5,131311.9,27.9,28407.7,356.8,663.2,3.6,2.5,Female,Master,Own,Car,Single,3.812,1
61.0,136929.5,21.7,30104.2,147.9,393.9,4.2,2.6,Female,PhD,Rent,Education,Divorced,7.179,0
39.5,119798.1,19.2,37467.7,158.6,600.4,4.9,1.5,Male,PhD,Mortgage,Home,Married,4.934,1
51.8,73453.8,8.5,28811.1,129.9,,3.1,3.8,Female,Master,Rent,Personal,Divorced,8.288,0
30.8,145472.5,10.9,25683.2,186.3,525.6,5.2,1.5,Female,Master,Own,Car,Divorced,5.572,0
64.8,118146.4,9.8,34683.7,174.9,673.4,3.6,0.4,Female,Master,Mortgage,Car,Divorced,3.282,1
45.8,,30.5,43441.9,93.5,845.9,4.3,1.2,Male,High School,Own,Personal,Single,2.0,1
51.0,447073.29580061114,24.2,160220.38855897848,149.1,374.16704362062114,0.0,4.2,Male,High School,Own,Home,Married,4.83,1
70.0,63920.4,13.1,27149.6,231.8,462.8,3.5,4.0,Male,Bachelor,Rent,Car,Married,8.028,1
65.7,118809.1,15.5,28960.2,265.2,528.8,5.9,0.1,Female,Bachelor,Mortgage,Car,Married,5.406,0
43.8,165358.3,13.4,27548.4,184.9,580.9,5.0,3.5,Male,PhD,Own,Business,Divorced,4.454,0
40.4,125633.0,12.9,25648.1,187.7,514.7,5.3,0.1,Female,PhD,Mortgage,Personal,Married,5.995,0
43.6,113011.6,23.7,42821.4,154.1,491.8,4.1,2.5,Female,Bachelor,Mortgage,Car,Married,7.235,0
53.6,89537.9,17.7,19507.6,142.8,536.6,6.5,1.1,Male,Bachelor,Own,Personal,Divorced,5.783,0
46.2,181521.8,36.6,34739.2,109.4,610.6,4.4,3.6,Male,Master,Own,Car,Married,4.058,1
42.8,83963.9,30.0,24493.1,58.5,559.8,3.0,3.2,Male,Master,Own,Personal,Married,5.114,1
65.1,94611.2,30.5,13656.6,126.8,495.7,5.3,3.7,Male,PhD,Own,Car,Married,6.439,0
46.1,139951.2,25.4,23993.5,255.3,514.7,5.4,2.1,Female,Master,Mortgage,Business,Single,6.046,1
70.0,55039.3,16.6,21125.8,149.0,537.8,4.9,2.3,Male,Master,Own,Business,Single,5.455,0
48.6,164610.7,24.8,30120.6,155.3,,3.4,0.7,Male,PhD,Own,Car,Married,6.214,1
68.9,141846.8,17.2,26230.4,153.8,511.4,4.4,1.3,Male,PhD,Rent,Education,Single,6.192,1
51.8,151473.1,33.0,17323.8,282.6,632.9,6.1,3.6,Male,Bachelor,Mortgage,Business,Divorced,3.874,1
59.1,139534.1,23.2,37268.1,108.7,554.3,4.7,2.9,Female,Bachelor,Rent,Home,Married,5.219,1
38.8,114360.7,22.1,34221.1,205.2,417.2,1.8,2.6,Male,PhD,Mortgage,Personal,Married,7.551,0
37.3,82789.8,21.0,38188.4,177.5,667.2,3.1,4.0,Female,High School,Own,Education,Married,3.998,0
53.0,115097.4,33.9,27395.7,188.4,612.5,3.0,0.9,Male,Bachelor,Own,Education,Divorced,3.574,1
59.4,85866.7,8.5,25214.1,202.5,450.5,2.9,3.4,Female,High School,Own,Education,Divorced,6.152,0
48.0,137015.4,34.7,31128.5,187.6,542.1,0.8,1.1,Female,PhD,Mortgage,Education,Married,6.018,1
32.1,148237.3,18.5,20880.2,246.4,503.7,6.8,4.3,Female,PhD,Rent,Car,Married,6.76,0
31.2,171688.3,8.8,26540.5,180.7,635.9,2.7,3.2,Male,Bachelor,Own,Education,Divorced,3.555,0
30.4,133011.9,,,322.6,541.6,2.8,3.7,Female,High School,Rent,Business,Married,5.903,1
26.3,668517.0086069594,6.8,110290.69637587921,186.6,617.5035635020881,1.1,1.7,Male,High School,Rent,Home,Divorced,4.96,1
48.8,109599.9,25.2,26519.6,46.7,558.0,5.3,5.0,Female,Master,Own,Home,Single,4.893,1
61.0,103260.3,11.7,21972.3,234.1,441.8,3.9,4.9,Male,Bachelor,Mortgage,Home,Married,7.066,0
47.3,136578.5,21.3,23559.6,214.4,701.5,3.5,3.0,Female,PhD,Mortgage,Personal,Single,3.216,1
25.0,,29.1,28410.3,185.6,634.6,3.6,3.9,Female,PhD,Rent,Car,Married,3.684,1
45.2,129421.5,14.6,35680.3,162.2,507.7,4.9,2.1,Female,Bachelor,Rent,Home,Married,5.896,0
45.5,82858.3,17.9,18709.8,13.8,,3.3,1.0,Female,Master,Own,Car,Divorced,3.872,0
70.0,89143.0,9.6,22807.5,27.3,662.7,1.0,3.5,Female,High School,Mortgage,Car,Single,3.705,0
30.0,142239.3,16.9,19379.3,314.8,580.0,2.1,1.4,Male,High School,Rent,Home,Divorced,4.968,1
42.8,151034.2,40.0,18858.6,136.2,715.1,2.0,4.1,Male,Bachelor,Mortgage,Personal,Divorced,2.171,1
68.0,85502.0,26.2,20743.4,260.2,837.6,4.4,3.8,Male,High School,Mortgage,Home,Married,2.0,1
52.9,143471.5,17.9,23928.4,54.8,563.6,5.4,2.8,Male,High School,Own,Business,Single,4.555,0
54.3,101354.3,15.1,30187.0,99.3,522.6,6.2,2.7,Male,Master,Own,Business,Divorced,5.032,1
48.9,120577.7,,28063.6,237.3,486.0,1.5,3.7,Female,High School,Mortgage,Business,Single,6.703,0
51.5,169593.1,21.0,17045.1,174.8,375.8,4.9,2.8,Male,High School,Rent,Car,Divorced,8.301,0
56.8,148262.1,16.6,35853.3,226.0,687.3,3.1,2.0,Female,Master,Mortgage,Car,Divorced,3.542,1
37.8,147855.5,24.2,,181.9,543.2,8.0,0.7,Female,High School,Rent,Business,Single,5.254,0
58.0,186807.7,12.4,18290.5,166.4,653.8,6.1,3.7,Female,High School,Mortgage,Personal,Married,3.837,0
31.0,95364.2,12.3,35292.9,128.6,671.9,6.6,2.9,Female,Master,Mortgage,Education,Married,3.268,0
51.4,85494.4,23.0,28115.5,87.5,477.7,5.2,5.0,Male,High School,Own,Business,Divorced,7.416,0
49.6,94725.7,10.7,24248.4,295.2,491.2,4.6,2.4,Female,Bachelor,Mortgage,Home,Divorced,5.64,0
40.1,111092.5,25.8,28364.6,308.4,732.0,3.4,2.9,Female,Master,Mortgage,Education,Divorced,3.09,1
47.2,37590.7,19.9,25293.8,99.9,568.7,3.1,2.9,Female,High School,Rent,Home,Single,7.08,0
40.0,112740.0,5.4,29860.6,94.7,515.6,2.8,3.3,Female,Master,Own,Personal,Divorced,5.426,0
34.6,100940.0,20.9,26998.5,155.2,480.9,4.9,1.3,Female,Bachelor,Rent,Car,Divorced,7.033,1
43.3,147431.6,6.5,22800.6,210.2,562.3,6.3,2.4,Male,Bachelor,Own,Home,Divorced,4.484,0
34.3,132334.7,25.5,,168.5,710.7,3.5,3.5,Male,Master,Rent,Car,Single,3.301,1
51.4,98975.6,18.0,29717.5,223.0,636.7,2.9,2.1,Female,High School,Mortgage,Education,Divorced,4.232,0
33.7,140648.6,34.8,22510.8,179.1,591.4,1.8,3.4,Female,Master,Rent,Car,Married,4.819,1
56.0,145314.2,28.6,31723.6,173.8,718.0,4.4,2.6,Male,Bachelor,Own,Business,Single,2.394,1
33.3,93100.9,11.5,29353.4,360.0,700.6,5.8,3.0,Male,High School,Own,Business,Married,3.596,1
40.7,102744.2,3.8,22718.7,141.0,605.1,5.9,3.9,Female,PhD,Own,Business,Married,4.523,0
40.0,42112.3,14.0,33683.9,314.2,824.9,6.1,2.2,Female,Bachelor,Rent,Car,Divorced,3.558,1
63.4,81826.9,,27138.7,298.7,552.7,4.6,0.8,Male,High School,Own,Car,Single,5.522,0
51.5,,34.6,26809.1,223.3,673.8,4.1,2.2,Male,Bachelor,Mortgage,Education,Single,3.166,1
45.0,122595.8,19.9,,28.9,539.6,5.9,1.5,Female,Master,Own,Business,Married,4.963,1
53.5,86911.6,27.5,38968.4,185.5,656.3,2.3,0.0,Male,,Rent,Education,Married,4.655,1
25.0,102029.2,,19793.9,141.8,552.6,3.3,2.4,Male,Bachelor,Mortgage,Car,Divorced,4.849,0
47.0,77113.4,18.6,22918.6,184.6,616.5,6.6,2.7,Male,High School,Own,Personal,Single,4.268,0
70.0,508773.7288478283,19.7,63869.49306023264,98.0,812.6709158744807,2.4,3.7,Female,High School,Rent,Home,Divorced,2.0,1
49.1,134900.0,28.9,,243.5,660.7,3.9,1.1,Male,Bachelor,Own,Business,Single,3.966,1
48.3,134082.8,22.5,20842.8,261.8,617.9,4.9,2.6,Female,Bachelor,Own,Personal,Married,4.188,0
54.1,,11.5,21739.7,276.6,505.3,4.1,3.9,Male,Master,Mortgage,Education,Divorced,5.431,0
58.2,66062.4,33.0,21364.5,152.4,591.9,5.7,1.8,Female,,Own,Home,Single,4.214,0
25.0,98301.6,17.7,,98.2,484.3,6.3,3.1,Female,High School,Own,Car,Single,6.926,0
27.3,105744.3,16.4,15493.9,211.1,654.8,4.7,4.4,Male,,Mortgage,Education,Married,3.436,1
50.0,105884.7,0.0,7554.0,323.5,652.6,6.1,0.3,Male,PhD,Rent,Business,Single,3.497,1
38.9,122624.3,25.1,29161.6,188.6,558.8,2.6,2.8,Female,PhD,Own,Education,Single,4.384,0
63.2,169893.9,20.8,8591.5,219.2,724.7,3.8,3.9,Female,PhD,Rent,Business,Single,3.057,1
43.7,148423.4,20.8,32333.1,164.2,712.1,7.6,2.1,Female,Bachelor,Rent,Education,Married,3.159,1
25.0,85436.9,16.8,37968.2,142.7,588.5,6.9,4.2,Male,Bachelor,Mortgage,Personal,Married,5.804,0
32.3,143744.1,15.4,24186.2,235.7,,2.1,3.3,Male,High School,Rent,Home,Single,4.26,1
25.0,142410.6,17.0,35895.9,174.5,522.0,4.0,4.6,Female,,Mortgage,Personal,Single,5.275,1
44.7,91787.6,23.7,25305.9,215.3,,4.2,3.2,Female,Bachelor,Own,Car,Divorced,4.352,1
45.2,149710.3,25.1,38293.9,223.6,478.0,4.6,4.7,Male,Master,Mortgage,Education,Married,6.103,0
42.4,114386.8,18.2,21850.3,210.8,531.9,5.9,2.9,Female,Bachelor,Mortgage,Car,Married,5.748,1
60.4,70651.6,27.6,6580.9,227.6,565.6,6.8,0.9,Male,High School,Mortgage,Education,Divorced,4.954,1
61.9,135932.1,19.4,24860.7,114.8,425.6,4.1,1.7,Male,Master,Own,Personal,Divorced,7.365,1
45.5,127593.7,,39163.7,109.9,626.9,5.7,3.7,Male,Bachelor,Own,Car,Single,3.466,0
25.0,112031.3,21.6,29779.7,179.6,667.0,5.0,3.7,Male,Master,Rent,Home,Married,3.135,1
54.9,118689.1,9.1,21377.4,181.5,574.3,4.0,2.1,Male,PhD,Own,Personal,Single,4.614,1
54.2,94832.0,21.9,28131.2,141.2,332.2,1.5,4.7,Female,Bachelor,Mortgage,Education,Divorced,8.984,0
51.2,141354.6,7.7,33269.0,202.3,552.2,5.5,2.1,Male,High School,Own,Business,Married,5.595,0
59.3,118479.2,11.8,24815.1,255.7,449.6,4.9,3.1,Male,,Own,Personal,Single,6.01,0
33.5,125825.7,3.9,46511.1,278.0,520.1,4.6,3.0,Female,Master,Mortgage,Car,Divorced,6.647,0
70.0,132500.0,18.6,21360.7,296.0,705.7,2.5,0.9,Male,Bachelor,Own,Home,Married,2.496,1
36.0,79589.5,32.9,33520.1,77.8,355.9,6.9,2.4,Male,Master,Mortgage,Education,Single,8.961,0
56.5,88700.1,19.1,31595.5,90.0,501.5,4.2,5.0,Male,PhD,Mortgage,Personal,Single,6.657,1
27.3,42651.9,25.1,19901.4,159.8,649.7,2.3,1.4,Male,High School,Mortgage,Personal,Divorced,5.039,1
36.3,139766.0,38.8,22104.5,189.4,511.8,2.0,3.3,Male,PhD,Rent,Car,Married,5.425,1
65.7,77572.6,23.2,33644.8,163.9,504.9,5.0,1.1,Male,Master,Mortgage,Car,Divorced,6.572,0
44.4,124639.9,13.9,26658.3,138.8,757.9,5.1,1.4,Female,PhD,Own,Home,Single,2.0,1
57.6,132984.6,15.0,28204.6,158.6,609.1,3.3,0.8,Female,PhD,Own,Personal,Single,4.254,0
50.3,141082.3,20.0,12412.3,221.7,659.1,4.7,3.6,Male,High School,Mortgage,Car,Divorced,4.138,0
46.2,77859.4,14.9,30748.0,76.6,619.5,5.0,1.5,Male,High School,Rent,Personal,Single,5.083,1
63.9,117719.3,15.5,27798.4,360.0,589.6,4.2,4.0,Male,High School,Rent,Education,Divorced,4.864,0
44.7,178459.8,27.9,24988.7,184.7,688.8,2.9,1.9,Male,High School,Own,Home,Divorced,2.855,1
26.1,180001.0,28.2,28387.1,267.1,746.5,5.4,2.7,Male,Bachelor,Rent,Personal,Single,2.342,1
37.9,154556.3,6.8,22226.3,136.6,423.5,5.3,3.0,Male,Bachelor,Rent,Car,Divorced,6.762,0
54.1,131812.3,13.5,20764.8,228.9,571.8,4.9,0.6,Male,PhD,Rent,Business,Divorced,5.481,0
52.2,84821.3,16.3,23564.9,191.0,571.1,2.7,2.7,Female,,Rent,Home,Single,5.648,1
28.7,145151.8,24.8,21786.4,251.5,536.4,2.0,2.9,Male,,Own,Car,Married,5.53,0
38.8,114469.3,29.1,42944.2,167.1,663.3,4.1,3.9,Female,Master,Rent,Home,Married,3.64,1
40.5,139618.5,40.0,32795.0,307.1,598.1,5.4,1.3,Male,Bachelor,Own,Personal,Single,4.505,0
43.1,,16.3,17752.2,63.6,748.3,5.6,1.5,Male,,Own,Education,Divorced,2.584,1
31.0,113947.3,16.7,41790.4,258.9,674.0,4.9,3.3,Female,Bachelor,Own,Education,Divorced,4.354,1
40.0,125745.2,24.7,22037.1,192.5,697.8,3.3,4.2,Female,PhD,Rent,Personal,Married,3.384,1
38.8,128619.7,14.5,25735.6,101.5,,2.8,1.8,Female,High School,Own,Business,Divorced,6.651,0
56.8,137280.3,18.9,32679.3,339.2,502.5,4.0,1.0,Male,PhD,Mortgage,Car,Divorced,5.638,1
57.2,99728.2,16.7,9740.1,330.9,509.9,4.0,2.1,Male,PhD,Own,Education,Divorced,5.233,0
45.8,72985.0,0.0,23603.8,17.1,694.1,5.7,1.3,Male,High School,Mortgage,Personal,Married,3.75,0
42.8,176867.5,21.0,20913.3,197.1,488.0,3.3,3.0,Male,,Mortgage,Business,Divorced,5.39,0
49.2,,18.5,27140.6,239.5,490.6,3.4,1.2,Female,PhD,Mortgage,Home,Divorced,6.211,1
37.7,135659.7,30.2,28460.4,218.3,474.1,7.1,3.7,Male,PhD,Mortgage,Education,Married,7.201,0
33.7,73660.3,20.0,24881.9,304.2,822.8,6.3,2.8,Female,Bachelor,Mortgage,Business,Married,2.0,0
36.2,92938.2,,24510.8,287.6,562.2,2.7,3.7,Male,Master,Own,Car,Single,5.062,0
39.9,137819.1,17.9,34021.1,204.2,622.7,6.2,0.0,Male,High School,Own,Car,Married,3.887,1
33.5,166939.0,3.3,27911.9,360.0,472.3,2.3,0.4,Male,Bachelor,Own,Education,Divorced,5.962,1
49.4,77548.8,10.3,25831.4,257.9,661.3,3.3,4.1,Female,Bachelor,Rent,Personal,Divorced,4.869,1
56.3,115648.4,25.1,26683.0,154.9,415.4,3.5,1.6,Male,Bachelor,Own,Personal,Divorced,7.629,0
28.5,126857.6,18.0,40187.1,138.8,486.9,3.9,0.7,Male,Bachelor,Mortgage,Home,Single,6.701,0
47.8,150260.2,27.4,26881.4,282.5,509.2,4.9,2.3,Male,Master,Rent,Car,Divorced,6.26,1
44.9,107974.0,,21384.4,119.6,594.7,4.2,2.8,Female,PhD,Rent,Business,Married,4.685,0
51.6,65266.5,,10228.0,150.2,503.6,4.9,2.3,Male,Master,Own,Personal,Married,6.425,1
47.3,141741.9,16.2,14028.5,163.8,712.2,3.4,3.1,Female,Bachelor,Mortgage,Education,Single,2.526,1
30.1,159367.9,27.6,21763.8,211.5,620.3,4.6,2.9,Male,Master,Own,Education,Divorced,3.88,1
32.4,117109.3,25.4,24633.0,167.5,512.9,4.1,2.8,Female,Master,Own,Business,Married,5.85,0
47.9,134183.4,25.1,21055.0,77.6,664.8,1.9,4.1,Female,Bachelor,Mortgage,Business,Single,3.432,1
59.8,103392.8,32.3,28309.2,276.0,539.6,4.7,2.5,Male,High School,Rent,Education,Married,6.459,1
25.0,90398.0,17.1,20951.9,150.6,521.9,4.1,2.4,Male,Master,Rent,Car,Divorced,5.594,0
51.6,155924.9,30.7,18184.1,344.6,655.6,2.9,3.5,Male,High School,Own,Business,Divorced,3.249,0
61.8,133562.4,11.6,30401.2,207.3,354.2,3.4,3.2,Female,Master,Rent,Car,Single,9.541,0
45.7,137162.9,11.4,36455.2,284.4,641.1,3.4,1.4,Male,PhD,Rent,Education,Divorced,4.45,1
54.1,172574.0,26.0,16642.7,233.5,510.8,3.6,2.4,Male,PhD,Mortgage,Business,Single,5.774,0
39.1,83080.5,8.0,27449.7,288.2,510.7,6.6,3.0,Male,PhD,Own,Home,Married,6.345,0
46.1,100679.1,24.6,10260.0,228.6,751.2,7.1,1.8,Male,,Rent,Personal,Married,2.585,1
28.0,125527.7,,13703.7,201.8,527.2,0.0,1.9,Male,Bachelor,Own,Personal,Married,5.751,1
25.0,100249.0,28.6,20789.9,270.5,661.0,4.7,0.8,Male,Master,Mortgage,Car,Single,3.934,0
58.8,147409.8,19.5,34579.3,360.0,600.1,5.4,0.0,Female,High School,Own,Home,Single,3.872,0
35.7,113441.0,20.4,19270.4,161.4,609.5,3.7,2.1,Male,PhD,Mortgage,Business,Single,4.439,0
42.0,85261.4,24.1,18971.2,246.6,552.5,5.4,2.7,Female,High School,Mortgage,Personal,Married,5.607,0
30.9,122302.0,14.7,25788.7,182.6,547.8,6.5,1.2,Male,PhD,Mortgage,Business,Divorced,5.641,0
30.6,125961.9,14.4,25796.7,223.5,,1.9,4.2,Female,PhD,Own,Car,Single,2.418,1
45.4,,23.8,19218.9,186.4,658.7,4.2,1.2,Female,,Rent,Business,Divorced,4.052,1
38.7,133759.9,19.8,41389.8,10.4,530.0,6.9,3.6,Female,High School,Rent,Personal,Single,6.233,0
52.0,136140.1,16.7,23377.1,167.0,480.9,2.1,3.0,Female,PhD,Mortgage,Car,Married,6.01,1
52.9,131210.2,19.3,26408.7,263.0,522.4,3.8,5.0,Male,High School,Mortgage,Education,Divorced,5.533,0
51.4,113412.2,32.8,22285.8,121.8,663.3,3.3,3.1,Female,Bachelor,Rent,Car,Divorced,3.66,1
50.4,94932.3,16.5,29019.8,256.7,681.1,5.6,0.8,Male,Master,Own,Education,Divorced,3.119,0
66.4,130109.3,16.2,35379.7,197.7,624.9,5.8,3.8,Male,Bachelor,Own,Home,Married,3.769,1
34.7,108340.6,6.3,38809.3,167.7,429.5,4.2,4.5,Male,PhD,Rent,Personal,Married,8.234,0
46.8,980897.6540306179,19.7,75718.73708497827,255.5,627.6493196674645,4.0,0.4,Female,Bachelor,Rent,Education,Divorced,3.665,1
61.1,166976.4,25.3,34306.4,237.5,692.3,1.4,3.3,Female,,Own,Personal,Single,2.0,1
62.7,142149.4,26.7,29897.4,216.6,590.6,6.1,3.5,Female,High School,Mortgage,Personal,Divorced,5.495,1
30.4,,20.9,33296.3,264.3,753.2,3.5,2.2,Male,PhD,Rent,Personal,Single,2.0,1
43.8,116921.4,27.6,24765.0,199.2,456.1,3.8,0.0,Male,Master,Mortgage,Personal,Single,7.238,0
63.8,75860.7,,24003.7,51.4,636.6,5.5,2.1,Male,Bachelor,Mortgage,Personal,Single,4.457,1
53.6,112434.0,28.9,32985.7,152.8,483.2,4.3,1.8,Female,High School,Rent,Education,Single,6.385,0
49.8,123549.0,27.9,33137.5,38.6,670.3,5.5,4.3,Male,Master,Mortgage,Education,Divorced,3.389,1
44.9,128031.0,32.6,38025.8,235.6,630.2,4.9,2.4,Female,Bachelor,Own,Personal,Single,3.634,1
42.9,136433.8,18.6,27088.4,254.7,737.1,4.3,2.0,Female,High School,Rent,Business,Married,2.738,0
51.0,152246.6,9.4,24644.7,258.3,,4.5,1.8,Female,Master,Rent,Education,Divorced,4.15,0
44.5,95774.6,25.3,5821.2,222.1,538.6,2.3,2.9,Female,PhD,Mortgage,Car,Divorced,5.356,1
47.0,96092.4,26.2,12609.9,260.4,530.8,3.8,2.6,Male,Bachelor,Own,Car,Married,5.329,0
48.4,170780.0,,22346.0,56.9,552.5,5.6,1.6,Female,Master,Own,Home,Married,5.398,1
39.4,146984.4,30.3,16691.5,174.4,529.0,2.7,2.8,Male,Bachelor,Mortgage,Personal,Married,5.382,1
53.9,106323.0,35.6,32013.0,69.8,696.2,2.9,1.8,Male,PhD,Rent,Personal,Married,2.838,1
70.0,116247.6,25.0,15019.8,154.3,689.8,2.7,0.0,Female,Master,Mortgage,Car,Single,2.785,1
26.2,116405.0,21.8,21489.6,312.3,440.3,4.2,3.3,Female,Master,Rent,Education,Divorced,7.518,0
51.4,121105.1,8.9,21803.8,270.5,578.5,6.1,3.2,Female,High School,Own,Car,Divorced,3.938,1
38.4,136543.9,22.5,35137.9,236.0,,4.8,2.7,Male,PhD,Rent,Business,Single,5.6,1
54.4,208724.7,15.6,20634.1,168.5,504.7,0.7,2.0,Male,High School,Mortgage,Business,Divorced,5.853,1
48.1,126641.5,21.7,29119.3,103.5,614.4,5.0,2.4,Female,Master,Mortgage,Business,Divorced,4.48,1
56.6,143190.9,20.4,27065.6,198.0,706.5,3.3,3.5,Female,Bachelor,Rent,Business,Single,3.122,1
61.6,60973.3,23.8,32726.3,271.9,655.3,4.8,1.7,Male,Master,Own,Business,Divorced,4.269,0
49.8,103028.5,19.2,32301.7,215.8,696.2,3.8,3.5,Male,PhD,Rent,Education,Married,2.905,0
61.1,163008.5,27.5,25232.5,56.1,510.3,2.7,0.7,Male,High School,Own,Education,Single,5.254,0
25.0,134081.0,0.0,11929.6,191.4,578.3,3.9,2.7,Male,High School,Mortgage,Car,Single,4.219,0
66.6,20000.0,21.5,23646.1,29.9,506.1,3.3,2.5,Male,,Mortgage,Personal,Single,10.46,0
52.0,143590.8,29.6,25340.4,247.3,596.5,4.5,3.7,Female,Master,Own,Car,Married,4.179,1
60.4,187135.8,35.0,27788.1,127.6,604.7,2.7,1.4,Male,Bachelor,Rent,Car,Married,3.998,0
32.9,50143.2,25.9,19599.6,85.2,661.4,2.3,1.5,Male,High School,Mortgage,Business,Single,3.71,1
37.5,173178.6,33.5,34627.2,248.4,693.2,5.1,0.8,Female,Master,Rent,Home,Divorced,3.546,1
49.3,22981.6,21.4,25609.0,227.8,637.0,5.7,1.8,Male,Bachelor,Mortgage,Home,Single,8.969,0
47.3,152830.0,20.0,18136.0,201.6,497.6,4.9,2.8,Male,Master,Rent,Personal,Divorced,5.917,0
50.9,119697.3,24.2,21834.2,358.3,453.3,3.0,0.3,Female,Bachelor,Own,Personal,Single,7.362,0
60.5,37751.0,20.0,40928.3,233.8,621.8,2.9,2.0,Female,PhD,Mortgage,Personal,Single,7.164,0
26.3,135614.8,,30815.0,131.4,710.0,3.0,3.2,Male,,Mortgage,Education,Married,2.0,1
59.2,160279.4,15.9,33887.7,224.5,572.8,5.3,2.4,Male,Master,Own,Home,Divorced,5.337,0
47.6,132736.0,11.1,17167.3,160.1,437.5,2.8,2.6,Male,High School,Own,Car,Married,6.31,0
45.1,140469.0,24.2,19989.4,284.3,762.6,5.3,0.7,Male,Master,Rent,Business,Divorced,2.834,1
29.8,105591.3,20.1,20048.6,205.5,619.0,5.0,2.4,Female,Master,Mortgage,Personal,Married,4.014,0
53.5,54851.4,17.1,26975.1,213.4,590.4,5.9,2.5,Female,Master,Own,Business,Divorced,5.45,0
25.0,144215.2,15.5,24108.0,67.6,469.9,5.6,2.3,Female,Master,Rent,Home,Divorced,6.393,0
55.3,181241.4,24.0,21584.0,187.9,576.5,4.8,2.7,Female,Master,Mortgage,Car,Single,5.346,1
29.6,159535.3,26.2,22587.4,178.5,636.8,1.8,2.1,Female,High School,Mortgage,Personal,Married,4.235,1
48.1,50424.3,11.0,19147.7,101.1,620.3,4.9,2.0,Female,Bachelor,Own,Home,Divorced,4.314,0
46.1,66978.7,9.7,24061.3,165.3,513.8,4.2,1.3,Male,High School,Rent,Education,Divorced,6.561,0
61.5,90391.1,27.6,34405.7,217.9,569.9,3.4,3.7,Female,PhD,Own,Business,Divorced,5.296,1
45.4,64245.9,9.0,,182.7,519.6,6.0,1.0,Male,High School,Rent,Home,Divorced,6.258,0
39.2,121546.6,24.4,28271.8,70.0,724.8,3.8,2.7,Female,PhD,Own,Home,Married,2.736,1
41.4,133769.6,32.9,36540.7,161.1,655.5,3.2,4.7,Male,Master,Mortgage,Personal,Married,3.513,1
62.8,69941.1,33.0,24034.5,145.6,527.8,5.7,3.8,Male,Master,Mortgage,Car,Single,5.912,1
53.9,147199.5,25.9,21269.0,198.5,469.8,3.4,3.1,Male,Master,Rent,Home,Single,6.189,1
42.9,141038.6,25.7,32893.9,189.8,600.0,3.1,2.8,Female,High School,Mortgage,Education,Single,3.914,0
44.7,100814.4,38.0,17626.2,150.1,530.6,2.3,2.3,Male,Master,Own,Personal,Divorced,5.483,1
28.7,113961.7,1.3,25318.5,146.9,537.4,2.8,1.4,Female,Bachelor,Rent,Business,Married,5.843,0
52.2,51757.0,16.3,17181.2,188.4,472.8,2.9,2.2,Female,PhD,Own,Home,Married,6.826,0
26.4,108370.8,26.8,10539.2,260.0,484.0,4.9,3.2,Female,PhD,Rent,Personal,Divorced,6.502,0
56.5,120258.5,17.3,24284.1,205.3,589.6,2.5,3.0,Male,,Rent,Personal,Single,4.235,0
49.0,125906.2,29.9,15392.8,296.8,551.0,1.2,3.4,Female,PhD,Mortgage,Personal,Divorced,4.943,1
70.0,133260.7,19.7,25406.6,273.7,799.7,4.5,4.0,Female,PhD,Own,Car,Married,2.0,1
34.3,128548.5,21.1,34420.2,302.7,628.5,3.0,2.3,Male,Bachelor,Own,Business,Divorced,3.298,1
46.3,110748.0,17.8,40334.0,292.5,471.3,4.0,2.7,Male,Bachelor,Mortgage,Home,Divorced,6.817,0
69.1,130016.8,15.8,26248.2,308.0,436.8,5.9,0.2,Female,PhD,Mortgage,Personal,Married,6.218,0
61.8,155071.1,15.6,33653.7,90.7,610.8,4.1,5.0,Male,PhD,Own,Home,Divorced,3.778,0
39.1,116657.6,22.2,28691.7,234.8,539.3,6.3,2.0,Female,Bachelor,Mortgage,Personal,Divorced,5.43,0
